sample13,,sample14,,sample15,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
475.9860229,0.3643725514,475.9860229,0.3631572723,475.9860229,0.3609603643,
474.9924316,0.3672694564,474.9924316,0.3658067584,474.9924316,0.3636904955,
473.9985657,0.3703623712,473.9985657,0.3687515557,473.9985657,0.3665889204,
473.0045166,0.3731753528,473.0045166,0.3715493977,473.0045166,0.3694090247,
472.0103455,0.3755285442,472.0103455,0.3740166426,472.0103455,0.3719488978,
471.0158691,0.3782360554,471.0158691,0.3766612709,471.0158691,0.3743262291,
469.9830933,0.3807407618,469.9830933,0.3791615069,469.9830933,0.376932323,
468.9882813,0.3832485378,468.9882813,0.3815648854,468.9882813,0.3793028593,
467.9932861,0.3857806623,467.9932861,0.3843662739,467.9932861,0.3820089102,
466.9981384,0.3880509436,466.9981384,0.3868592083,466.9981384,0.3843455017,
466.0027466,0.3906825781,466.0027466,0.3894662261,466.0027466,0.3867188394,
465.0072021,0.3930105865,465.0072021,0.3918656111,465.0072021,0.3894822598,
464.0114136,0.3955128491,464.0114136,0.3944983184,464.0114136,0.3919278085,
463.0155029,0.3983020186,463.0155029,0.3970606029,463.0155029,0.3945823014,
461.9810181,0.4013196528,461.9810181,0.4001360834,461.9810181,0.3977752924,
460.9847107,0.4039904773,460.9847107,0.4029913843,460.9847107,0.400591433,
459.9881897,0.4065982699,459.9881897,0.4056274593,459.9881897,0.4031802714,
458.9915466,0.4092468917,458.9915466,0.4082980156,458.9915466,0.4061179161,
457.9945984,0.4118558466,457.9945984,0.411083132,457.9945984,0.4088182151,
